cod_comuna,ag,cod_barrio,barrio,formalidad,ue026a1_nu,ciiu_2,label_ciiu2,ciiu_3,label_ciiu3,ciiu_4,label_ciiu4,x,y
10,848403,223,SANTA HELENA,Formal,2,20,"Transformacion de la madera y fabricacion de productos de madera y de corcho, excepto muebles",204,Fabricación de recipientes de madera,2040,Fabricación de recipientes de madera,1061257.372,871167.7911
10,848403,223,SANTA HELENA,Formal,3,28,"Fabricacion de productos elaborados de metal, excepto maquinaria y equipo",289,Fabricación de otros productos elaborados de metal y actividades de servicios relacionados con el trabajo de metales,2891,"Forja, prensado, estampado y laminado de metal; pulvimetalurgia",1061288.336,871129.6585
10,848403,223,SANTA HELENA,Informal,2,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1061251.29,871100.0653
10,848403,223,SANTA HELENA,Informal,2,17,Fabricacion de productos textiles,173,Acabado de productos textiles no producidos en la misma unidad de producción,1730,Acabado de productos textiles no producidos en la misma unidad de producción,1061275.713,871095.9261
10,848404,223,SANTA HELENA,Formal,2,19,Curtido y preparado de cueros,193,"Fabricación de artículos de viaje, bolsos de mano, y artículos similares; fabricación de artículos de talabartería y guarnicionería",1932,"Fabricación de artículos de viaje, bolsos de mano y artículos similares elaborados en materiales sintéticos, plásticos e imitaciones de cuero.",1061298.849,871285.3807
10,848404,223,SANTA HELENA,Formal,7,19,Curtido y preparado de cueros,193,"Fabricación de artículos de viaje, bolsos de mano, y artículos similares; fabricación de artículos de talabartería y guarnicionería",1931,"Fabricación de artículos de viaje, bolsos de mano y artículos similares elaborados en cuero; fabricación de artículos de talabartería y guarnicionería",1061264.083,871244.4604
10,848405,223,SANTA HELENA,Formal,5,17,Fabricacion de productos textiles,175,Fabricación de tejidos y artículos de punto y ganchillo,1750,Fabricación de tejidos y artículos de punto y ganchillo,1061331.345,871164.7235
10,848416,211,SAN CRISTOBAL,Informal,2,25,Fabricacion de productos de caucho y de plastico,252,Fabricación de productos de plástico,2529,Fabricación de artículos de plástico ncp,1061727.012,870941.0755
10,848420,223,SANTA HELENA,Informal,4,29,Fabricacion de maquinaria y equipo ncp,291,Fabricación de maquinaria de uso general,2919,Fabricación de otros tipos de maquinaria de uso general  ncp ,1061815.577,870673.4868
10,848420,223,SANTA HELENA,Informal,1,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1061797.208,870662.3202
10,848427,223,SANTA HELENA,Informal,1,15,Elaboracion de productos alimenticios y de bebidas,159,Elaboración de bebidas,1594,Elaboración de bebidas no alcohólicas; producción de aguas minerales,1061840.93,870587.244
10,848428,223,SANTA HELENA,Informal,1,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1061881.207,870640.5787
10,848429,223,SANTA HELENA,Informal,1,15,Elaboracion de productos alimenticios y de bebidas,152,"Elaboración de frutas, legumbres, hortalizas, aceites y grasas de origen vegetal y animal",1521,"Elaboración de alimentos compuestos principalmente  de frutas, legumbres y hortalizas",1061842.506,870709.5773
10,848429,223,SANTA HELENA,Informal,2,15,Elaboracion de productos alimenticios y de bebidas,156,Elaboración de productos de café,1564,Elaboración de otros derivados del café,1061877.858,870754.3791
10,848429,223,SANTA HELENA,Informal,1,25,Fabricacion de productos de caucho y de plastico,251,Fabricación de productos de caucho,2519,Fabricación de otros productos de caucho  ncp,1061891.324,870781.0132
10,848431,223,SANTA HELENA,Informal,1,15,Elaboracion de productos alimenticios y de bebidas,152,"Elaboración de frutas, legumbres, hortalizas, aceites y grasas de origen vegetal y animal",1521,"Elaboración de alimentos compuestos principalmente  de frutas, legumbres y hortalizas",1061900.193,870735.857
10,848432,223,SANTA HELENA,Informal,2,15,Elaboracion de productos alimenticios y de bebidas,159,Elaboración de bebidas,1594,Elaboración de bebidas no alcohólicas; producción de aguas minerales,1061954.111,870948.783
10,848434,223,SANTA HELENA,Informal,1,15,Elaboracion de productos alimenticios y de bebidas,152,"Elaboración de frutas, legumbres, hortalizas, aceites y grasas de origen vegetal y animal",1522,Elaboración de aceites y grasas de origen vegetal y animal,1061909.641,870657.4957
10,848434,223,SANTA HELENA,Informal,1,15,Elaboracion de productos alimenticios y de bebidas,152,"Elaboración de frutas, legumbres, hortalizas, aceites y grasas de origen vegetal y animal",1521,"Elaboración de alimentos compuestos principalmente  de frutas, legumbres y hortalizas",1061895.525,870648.9124
10,848435,211,SAN CRISTOBAL,Formal,5,26,Fabricacion de otros productos minerales no metalicos,269,Fabricación de productos minerales no metálicos ncp,2699,Fabricación de otros productos minerales  no metálicos  ncp,1061970.424,871016.5573
10,848448,210,LAS ACACIAS,Formal,2,15,Elaboracion de productos alimenticios y de bebidas,159,Elaboración de bebidas,1594,Elaboración de bebidas no alcohólicas; producción de aguas minerales,1061869.45,871259.3732
10,848454,210,LAS ACACIAS,Informal,2,37,Reciclaje,372,Reciclaje de desperdicios y desechos no metálicos,3720,Reciclaje de desperdicios y de desechos no metálicos,1061951.541,871362.376
10,848462,211,SAN CRISTOBAL,Informal,2,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1061656.73,871306.8893
10,848465,211,SAN CRISTOBAL,Informal,1,34,"Fabricacion de vehiculos automotores, remolques y semirremolques",342,Fabricación de carrocerías para vehículos automotores fabricación de remolques y semiremolques,3420,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques,1061511.683,871503.3807
10,848465,211,SAN CRISTOBAL,Formal,2,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1061534.506,871474.9346
10,848465,211,SAN CRISTOBAL,Informal,1,15,Elaboracion de productos alimenticios y de bebidas,154,"Elaboración de productos de molinería, de almidones y productos derivados del almidón y alimentos preparados para animales",1542,Elaboración de almidones y de productos derivados del almidón,1061511.872,871436.402
10,848465,211,SAN CRISTOBAL,Informal,3,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1061427.359,871430.2521
10,848465,211,SAN CRISTOBAL,Formal,3,15,Elaboracion de productos alimenticios y de bebidas,154,"Elaboración de productos de molinería, de almidones y productos derivados del almidón y alimentos preparados para animales",1541,Elaboración de productos de molinería,1061441.532,871370.0175
10,848466,210,LAS ACACIAS,Formal,3,19,Curtido y preparado de cueros,192,Fabricación de calzado,1922,"Fabricación de calzado de materiales textiles; con cualquier tipo de suela, excepto el calzado deportivo",1061610.844,871555.1418
10,848466,210,LAS ACACIAS,Formal,1,19,Curtido y preparado de cueros,192,Fabricación de calzado,1921,"Fabricación de calzado de cuero y piel; con cualquier tipo de suela, excepto el calzado deportivo",1061688.646,871563.3361
10,848466,210,LAS ACACIAS,Formal,3,24,Fabricacion de sustancias y productos quimicos,241,Fabricación de sustancias químicas básicas,2411,"Fabricación de sustancias químicas básicas, excepto abonos y compuestos inorgánicos nitrogenados.",1061694.376,871545.6668
10,848466,210,LAS ACACIAS,Formal,6,36,Fabricacion de muebles,361,Fabricación de muebles,3613,Fabricación de muebles para comercio y servicios,1061594.533,871491.2666
10,848467,210,LAS ACACIAS,Formal,3,20,"Transformacion de la madera y fabricacion de productos de madera y de corcho, excepto muebles",203,Fabricación de partes y piezas de carpintería para edificios y construcciones,2030,Fabricación de partes y piezas de carpintería  para edificios y construcción,1061777.436,871593.71
10,848473,210,LAS ACACIAS,Formal,17,24,Fabricacion de sustancias y productos quimicos,242,Fabricación de otros productos químicos,2422,"Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas.",1061607.024,871455.8109
11,848481,29,JOSE HOLGUIN GARCES,Informal,2,28,"Fabricacion de productos elaborados de metal, excepto maquinaria y equipo",289,Fabricación de otros productos elaborados de metal y actividades de servicios relacionados con el trabajo de metales,2891,"Forja, prensado, estampado y laminado de metal; pulvimetalurgia",1062000.019,868756.8218
11,848486,29,JOSE HOLGUIN GARCES,Informal,4,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1061988.146,868714.3182
11,848492,13,VILLA DEL SUR,Informal,1,15,Elaboracion de productos alimenticios y de bebidas,152,"Elaboración de frutas, legumbres, hortalizas, aceites y grasas de origen vegetal y animal",1521,"Elaboración de alimentos compuestos principalmente  de frutas, legumbres y hortalizas",1062105.728,868854.0223
11,848492,13,VILLA DEL SUR,Informal,1,15,Elaboracion de productos alimenticios y de bebidas,152,"Elaboración de frutas, legumbres, hortalizas, aceites y grasas de origen vegetal y animal",1521,"Elaboración de alimentos compuestos principalmente  de frutas, legumbres y hortalizas",1062000.425,868857.6667
11,848493,13,VILLA DEL SUR,Informal,1,15,Elaboracion de productos alimenticios y de bebidas,152,"Elaboración de frutas, legumbres, hortalizas, aceites y grasas de origen vegetal y animal",1522,Elaboración de aceites y grasas de origen vegetal y animal,1062166.059,868856.0534
11,848493,13,VILLA DEL SUR,Informal,1,15,Elaboracion de productos alimenticios y de bebidas,152,"Elaboración de frutas, legumbres, hortalizas, aceites y grasas de origen vegetal y animal",1522,Elaboración de aceites y grasas de origen vegetal y animal,1062121.324,868807.2567
11,848507,13,VILLA DEL SUR,Formal,2,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1061906.974,869319.1831
11,848532,13,VILLA DEL SUR,Formal,2,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1062004.94,869368.1142
11,848547,281,LA INDEPENDENCIA,Informal,2,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1061984.45,869628.0312
11,848547,281,LA INDEPENDENCIA,Formal,3,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1061917.617,869641.8671
11,848558,272,LA ESPERANZA,Formal,4,35,Fabricacion de otros tipos de equipo de transporte,359,Fabricación de otros tipos de equipo de transporte ncp,3592,Fabricación de bicicletas y de sillones de ruedas para discapacitados  ,1062019.156,869803.5692
11,848558,272,LA ESPERANZA,Formal,3,36,Fabricacion de muebles,361,Fabricación de muebles,3611,Fabricación de muebles para el hogar,1062046.063,869817.4449
11,848560,281,LA INDEPENDENCIA,Formal,6,19,Curtido y preparado de cueros,193,"Fabricación de artículos de viaje, bolsos de mano, y artículos similares; fabricación de artículos de talabartería y guarnicionería",1932,"Fabricación de artículos de viaje, bolsos de mano y artículos similares elaborados en materiales sintéticos, plásticos e imitaciones de cuero.",1061911.669,869850.8857
11,848561,13,VILLA DEL SUR,Informal,1,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1062049.943,869365.376
11,848563,13,VILLA DEL SUR,Formal,4,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1062221.123,869395.4218
11,848563,13,VILLA DEL SUR,Formal,10,31,Fabricacion de maquinaria y aparatos electricos ncp,312,Fabricación de aparatos de distribución y control de la energía eléctrica,3120,Fabricación de aparatos de distribución y control de la energía electrica.,1062153.548,869372.5384
11,848569,281,LA INDEPENDENCIA,Formal,2,25,Fabricacion de productos de caucho y de plastico,252,Fabricación de productos de plástico,2529,Fabricación de artículos de plástico ncp,1062221.661,869565.8375
11,848570,281,LA INDEPENDENCIA,Informal,3,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1062164.354,869538.4074
11,848573,281,LA INDEPENDENCIA,Informal,1,19,Curtido y preparado de cueros,192,Fabricación de calzado,1922,"Fabricación de calzado de materiales textiles; con cualquier tipo de suela, excepto el calzado deportivo",1062137.689,869589.5986
11,848581,281,LA INDEPENDENCIA,Informal,1,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1062254.046,869450.1561
11,848586,281,LA INDEPENDENCIA,Informal,1,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1062373.617,869535.7343
11,848587,281,LA INDEPENDENCIA,Formal,2,15,Elaboracion de productos alimenticios y de bebidas,152,"Elaboración de frutas, legumbres, hortalizas, aceites y grasas de origen vegetal y animal",1522,Elaboración de aceites y grasas de origen vegetal y animal,1062290.039,869543.6441
11,848587,281,LA INDEPENDENCIA,Formal,3,15,Elaboracion de productos alimenticios y de bebidas,152,"Elaboración de frutas, legumbres, hortalizas, aceites y grasas de origen vegetal y animal",1522,Elaboración de aceites y grasas de origen vegetal y animal,1062272.419,869543.0767
11,848589,281,LA INDEPENDENCIA,Informal,2,15,Elaboracion de productos alimenticios y de bebidas,152,"Elaboración de frutas, legumbres, hortalizas, aceites y grasas de origen vegetal y animal",1522,Elaboración de aceites y grasas de origen vegetal y animal,1062392.412,869615.192
11,848602,279,LOS SAUCES,Informal,4,19,Curtido y preparado de cueros,192,Fabricación de calzado,1921,"Fabricación de calzado de cuero y piel; con cualquier tipo de suela, excepto el calzado deportivo",1062331.599,869828.9407
11,848604,280,MARACAIBO,Formal,3,15,Elaboracion de productos alimenticios y de bebidas,154,"Elaboración de productos de molinería, de almidones y productos derivados del almidón y alimentos preparados para animales",1541,Elaboración de productos de molinería,1062273.397,869683.4908
11,848604,280,MARACAIBO,Informal,2,19,Curtido y preparado de cueros,192,Fabricación de calzado,1923,"Fabricación de calzado de caucho, excepto el calzado deportivo",1062262.024,869681.3119
11,848608,279,LOS SAUCES,Informal,3,20,"Transformacion de la madera y fabricacion de productos de madera y de corcho, excepto muebles",204,Fabricación de recipientes de madera,2040,Fabricación de recipientes de madera,1062614.898,869551.2898
11,848609,279,LOS SAUCES,Informal,8,20,"Transformacion de la madera y fabricacion de productos de madera y de corcho, excepto muebles",203,Fabricación de partes y piezas de carpintería para edificios y construcciones,2030,Fabricación de partes y piezas de carpintería  para edificios y construcción,1062511.745,869629.1877
11,848609,279,LOS SAUCES,Informal,1,19,Curtido y preparado de cueros,192,Fabricación de calzado,1929,Fabricación de calzado ncp,1062541.466,869598.373
11,848611,279,LOS SAUCES,Formal,4,17,Fabricacion de productos textiles,175,Fabricación de tejidos y artículos de punto y ganchillo,1750,Fabricación de tejidos y artículos de punto y ganchillo,1062580.79,869674.5389
11,848617,279,LOS SAUCES,Formal,2,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1062889.489,869726.239
11,848621,279,LOS SAUCES,Informal,1,17,Fabricacion de productos textiles,174,Fabricación de otros productos textiles,1741,"Confección de artículos con materiales textiles  no producidos en la misma unidad, excepto prendas de vestir",1062800.713,869613.6489
11,848628,279,LOS SAUCES,Formal,13,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1062448.753,869873.0103
11,848633,279,LOS SAUCES,Informal,1,27,Fabricacion de productos metalurgicos basicos,271,Industrias básicas de hierro y de acero,2710,Industrias básicas de hierro y de acero,1062797.178,869828.8307
11,848638,279,LOS SAUCES,Formal,8,19,Curtido y preparado de cueros,192,Fabricación de calzado,1924,"Fabricación de calzado de plástico, excepto  el calzado deportivo",1062841.377,869865.6639
11,848639,279,LOS SAUCES,Formal,2,20,"Transformacion de la madera y fabricacion de productos de madera y de corcho, excepto muebles",201,"Aserrado, acepillado e impregnación de la madera",2010,"Aserrado, acepillado e impregnación de la madera",1063168.823,869818.647
11,848641,279,LOS SAUCES,Informal,1,36,Fabricacion de muebles,361,Fabricación de muebles,3611,Fabricación de muebles para el hogar,1062614.723,869753.9346
11,848646,272,LA ESPERANZA,Formal,5,15,Elaboracion de productos alimenticios y de bebidas,154,"Elaboración de productos de molinería, de almidones y productos derivados del almidón y alimentos preparados para animales",1541,Elaboración de productos de molinería,1062014.654,869951.5443
11,848647,238,EL JARDIN,Formal,2,32,"Fabricacion de equipo y aparatos de radio, television y comunicaciones",323,"Fabricación de receptores de radio y televisión, de aparatos de grabación y reproducción del sonido o de la imagen, y de productos conexos",3230,"Fabricación de receptores de radio y televisión,  de aparatos  de grabación y de producción del sonido o de la imagen y de productos conexos.",1062066.319,869906.4404
11,848657,256,BOYACA,Formal,1,25,Fabricacion de productos de caucho y de plastico,251,Fabricación de productos de caucho,2513,Fabricación de formas básicas de caucho,1061915.759,870264.8279
11,848657,256,BOYACA,Informal,1,20,"Transformacion de la madera y fabricacion de productos de madera y de corcho, excepto muebles",209,"Fabricación de otros productos de madera; fabricación de artículos de corcho, cestería y espartería",2090,"Fabricación de otros productos de madera; fabricación de artículos de corcho, cestería y espartería.",1062007.003,870246.1546
11,848659,238,EL JARDIN,Formal,3,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1062073.207,870284.5407
11,848660,245,CRISTOBAL COLON,Informal,1,35,Fabricacion de otros tipos de equipo de transporte,351,Construcción y reparación de buques y de otras embarcaciones,3511,Construcción y reparación de buques,1061950.612,870291.106
11,848662,238,EL JARDIN,Informal,1,19,Curtido y preparado de cueros,192,Fabricación de calzado,1929,Fabricación de calzado ncp,1062095.78,870361.1537
11,848668,223,SANTA HELENA,Formal,3,28,"Fabricacion de productos elaborados de metal, excepto maquinaria y equipo",281,"Fabricación de productos metálicos para uso estructural, tanques, depósitos y generadores de vapor",2811,Fabricación de productos metálicos  para uso estructural,1062033.541,870530.3973
11,848675,238,EL JARDIN,Formal,12,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1062216.999,869964.6291
11,848676,238,EL JARDIN,Formal,18,15,Elaboracion de productos alimenticios y de bebidas,154,"Elaboración de productos de molinería, de almidones y productos derivados del almidón y alimentos preparados para animales",1542,Elaboración de almidones y de productos derivados del almidón,1062249.364,869945.2197
11,848676,238,EL JARDIN,Formal,28,15,Elaboracion de productos alimenticios y de bebidas,154,"Elaboración de productos de molinería, de almidones y productos derivados del almidón y alimentos preparados para animales",1541,Elaboración de productos de molinería,1062264.728,869916.555
11,848678,238,EL JARDIN,Informal,1,26,Fabricacion de otros productos minerales no metalicos,261,Fabricación de vidrio y de productos de vidrio,2610,Fabricación de vidrio y de productos de vidrio,1062331.462,870008.5491
11,848678,238,EL JARDIN,Informal,2,17,Fabricacion de productos textiles,173,Acabado de productos textiles no producidos en la misma unidad de producción,1730,Acabado de productos textiles no producidos en la misma unidad de producción,1062329.276,870011.1589
11,848678,238,EL JARDIN,Formal,4,19,Curtido y preparado de cueros,192,Fabricación de calzado,1921,"Fabricación de calzado de cuero y piel; con cualquier tipo de suela, excepto el calzado deportivo",1062412.84,869961.7641
11,848679,238,EL JARDIN,Informal,1,15,Elaboracion de productos alimenticios y de bebidas,159,Elaboración de bebidas,1594,Elaboración de bebidas no alcohólicas; producción de aguas minerales,1062228.694,869997.29
11,848680,258,SAN CARLOS,Informal,1,19,Curtido y preparado de cueros,192,Fabricación de calzado,1929,Fabricación de calzado ncp,1062421.734,870047.7462
11,848681,258,SAN CARLOS,Informal,1,19,Curtido y preparado de cueros,192,Fabricación de calzado,1921,"Fabricación de calzado de cuero y piel; con cualquier tipo de suela, excepto el calzado deportivo",1062316.309,870070.7185
11,848682,238,EL JARDIN,Formal,4,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1062150.296,870097.4494
11,848684,238,EL JARDIN,Informal,1,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1062339.801,870175.6131
11,848685,258,SAN CARLOS,Formal,2,19,Curtido y preparado de cueros,193,"Fabricación de artículos de viaje, bolsos de mano, y artículos similares; fabricación de artículos de talabartería y guarnicionería",1932,"Fabricación de artículos de viaje, bolsos de mano y artículos similares elaborados en materiales sintéticos, plásticos e imitaciones de cuero.",1062308.759,870226.0255
11,848685,258,SAN CARLOS,Informal,3,15,Elaboracion de productos alimenticios y de bebidas,154,"Elaboración de productos de molinería, de almidones y productos derivados del almidón y alimentos preparados para animales",1542,Elaboración de almidones y de productos derivados del almidón,1062317.955,870225.1757
11,848685,258,SAN CARLOS,Formal,3,15,Elaboracion de productos alimenticios y de bebidas,154,"Elaboración de productos de molinería, de almidones y productos derivados del almidón y alimentos preparados para animales",1541,Elaboración de productos de molinería,1062429.088,870189.8174
11,848699,238,EL JARDIN,Formal,3,20,"Transformacion de la madera y fabricacion de productos de madera y de corcho, excepto muebles",203,Fabricación de partes y piezas de carpintería para edificios y construcciones,2030,Fabricación de partes y piezas de carpintería  para edificios y construcción,1062124.168,870422.0749
11,848699,238,EL JARDIN,Formal,2,20,"Transformacion de la madera y fabricacion de productos de madera y de corcho, excepto muebles",203,Fabricación de partes y piezas de carpintería para edificios y construcciones,2030,Fabricación de partes y piezas de carpintería  para edificios y construcción,1062171.74,870388.7127
11,848699,238,EL JARDIN,Informal,2,15,Elaboracion de productos alimenticios y de bebidas,154,"Elaboración de productos de molinería, de almidones y productos derivados del almidón y alimentos preparados para animales",1542,Elaboración de almidones y de productos derivados del almidón,1062263.996,870365.9286
11,848700,238,EL JARDIN,Informal,1,24,Fabricacion de sustancias y productos quimicos,242,Fabricación de otros productos químicos,2424,"Fabricación de jabones  y detergentes, preparados para limpiar y pulir, perfumes y preparados de tocador.",1062202.505,870424.7241
11,848701,238,EL JARDIN,Informal,2,15,Elaboracion de productos alimenticios y de bebidas,154,"Elaboración de productos de molinería, de almidones y productos derivados del almidón y alimentos preparados para animales",1541,Elaboración de productos de molinería,1062188.228,870477.8402
11,848701,238,EL JARDIN,Informal,2,15,Elaboracion de productos alimenticios y de bebidas,154,"Elaboración de productos de molinería, de almidones y productos derivados del almidón y alimentos preparados para animales",1541,Elaboración de productos de molinería,1062240.002,870473.366
11,848703,240,LA FORTALEZA,Formal,2,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1062316.517,870586.2958
11,848707,238,EL JARDIN,Formal,5,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1062297.529,870652.7774
11,848720,240,LA FORTALEZA,Informal,1,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1062438.047,870892.7117
11,848720,240,LA FORTALEZA,Informal,1,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1062363.166,870887.2288
11,848724,258,SAN CARLOS,Informal,3,15,Elaboracion de productos alimenticios y de bebidas,154,"Elaboración de productos de molinería, de almidones y productos derivados del almidón y alimentos preparados para animales",1542,Elaboración de almidones y de productos derivados del almidón,1062788.562,869917.2562
11,848739,258,SAN CARLOS,Formal,3,17,Fabricacion de productos textiles,171,Preparación e hilatura de fibras textiles,1710,Preparación e hilatura de fibras textiles.,1062480.126,870153.3666
11,848768,240,LA FORTALEZA,Informal,1,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1062818.815,870527.8863
11,848770,240,LA FORTALEZA,Informal,5,19,Curtido y preparado de cueros,192,Fabricación de calzado,1924,"Fabricación de calzado de plástico, excepto  el calzado deportivo",1062493.923,870523.0916
11,848777,240,LA FORTALEZA,Informal,4,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1062611.655,870777.4723
11,848781,240,LA FORTALEZA,Informal,9,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1062619.867,870845.6528
11,848800,260,JOSE M. CORDOBA,Informal,4,20,"Transformacion de la madera y fabricacion de productos de madera y de corcho, excepto muebles",203,Fabricación de partes y piezas de carpintería para edificios y construcciones,2030,Fabricación de partes y piezas de carpintería  para edificios y construcción,1062953.267,869946.4192
11,848802,260,JOSE M. CORDOBA,Informal,3,19,Curtido y preparado de cueros,192,Fabricación de calzado,1924,"Fabricación de calzado de plástico, excepto  el calzado deportivo",1062895.201,870110.0719
11,848803,260,JOSE M. CORDOBA,Informal,1,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1062888.317,870149.2476
11,848809,260,JOSE M. CORDOBA,Formal,4,20,"Transformacion de la madera y fabricacion de productos de madera y de corcho, excepto muebles",203,Fabricación de partes y piezas de carpintería para edificios y construcciones,2030,Fabricación de partes y piezas de carpintería  para edificios y construcción,1062918.917,870453.3452
11,848815,260,JOSE M. CORDOBA,Formal,5,15,Elaboracion de productos alimenticios y de bebidas,154,"Elaboración de productos de molinería, de almidones y productos derivados del almidón y alimentos preparados para animales",1542,Elaboración de almidones y de productos derivados del almidón,1062994.385,870309.1762
11,848816,260,JOSE M. CORDOBA,Informal,1,36,Fabricacion de muebles,361,Fabricación de muebles,3611,Fabricación de muebles para el hogar,1063004.229,870359.075
11,848816,260,JOSE M. CORDOBA,Informal,1,15,Elaboracion de productos alimenticios y de bebidas,154,"Elaboración de productos de molinería, de almidones y productos derivados del almidón y alimentos preparados para animales",1541,Elaboración de productos de molinería,1063068.901,870349.3843
11,848833,264,PRIMAVERA,Informal,5,15,Elaboracion de productos alimenticios y de bebidas,154,"Elaboración de productos de molinería, de almidones y productos derivados del almidón y alimentos preparados para animales",1542,Elaboración de almidones y de productos derivados del almidón,1063097.667,870081.699
11,848846,264,PRIMAVERA,Informal,15,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1063234.776,870357.7911
11,848847,264,PRIMAVERA,Informal,4,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1063159.466,870338.883
11,848848,264,PRIMAVERA,Informal,1,26,Fabricacion de otros productos minerales no metalicos,269,Fabricación de productos minerales no metálicos ncp,2699,Fabricación de otros productos minerales  no metálicos  ncp,1063105.603,870368.5928
11,848849,264,PRIMAVERA,Formal,4,17,Fabricacion de productos textiles,174,Fabricación de otros productos textiles,1741,"Confección de artículos con materiales textiles  no producidos en la misma unidad, excepto prendas de vestir",1063109.328,870383.1865
